iter	MultiClass
244	0.07901018944
245	0.07899691657
246	0.07897947636
247	0.07896301583
248	0.07881451142
249	0.07879604844
250	0.07877318939
251	0.07876492203
252	0.07875021763
253	0.07872513862
254	0.07870555376
255	0.07866722957
256	0.07864861572
257	0.0786389748
258	0.07859707261
259	0.07855041201
260	0.07852739984
261	0.07851178602
262	0.07849899437
263	0.07846929428
264	0.07845441531
265	0.07844624057
266	0.07843769064
267	0.0783949832
268	0.07837758119
269	0.07835398711
270	0.07833251867
271	0.07830325022
272	0.07826774715
273	0.07826148492
274	0.07825059071
275	0.07823517057
276	0.07819797118
277	0.07813316098
278	0.07812343178
279	0.07810824342
280	0.07807634945
281	0.07806144887
282	0.07804884663
283	0.07802021985
284	0.07801285583
285	0.07800057057
286	0.07794209506
287	0.07792448689
288	0.07789185163
289	0.07784009874
290	0.07782732731
291	0.07779570444
292	0.0777689244
293	0.07775639866
294	0.07775025657
295	0.07773071334
296	0.07770970035
297	0.07770331185
298	0.0776882845
299	0.07768671397
300	0.07764576839
301	0.07762472519
302	0.0776007905
303	0.07755946743
304	0.07751241073
305	0.07749006427
306	0.07743383833
307	0.07741032268
308	0.07733762345
309	0.07731299886
310	0.07727653508
311	0.07725711011
312	0.07723774115
313	0.07716500892
314	0.07715162803
315	0.07712506319
316	0.0770977261
317	0.07708638166
318	0.07704059171
319	0.07703424156
320	0.07699448512
321	0.07690984086
322	0.07688965417
323	0.0768497672
324	0.07681896152
325	0.0767888088
326	0.07677584138
327	0.07674623722
328	0.07671815163
329	0.07669260171
330	0.07667938731
331	0.07666721733
332	0.07660177617
333	0.0765799297
334	0.07655449368
335	0.07654761232
336	0.0765201384
337	0.07651206513
338	0.07647863705
339	0.07647179233
340	0.0764159897
341	0.07635293519
342	0.07634617587
343	0.07632375503
344	0.07630322754
345	0.07628904063
346	0.07628322565
347	0.07627154602
348	0.07622846566
349	0.07620696478
350	0.07618368104
351	0.07614464885
352	0.0761289328
353	0.07609681471
354	0.07607210893
355	0.07605619459
356	0.07604185202
357	0.07603632016
358	0.07603146604
359	0.07598401582
360	0.07594657788
361	0.07593239638
362	0.07586031915
363	0.07582877235
364	0.07580951054
365	0.07578770155
366	0.07577681559
367	0.07576347424
368	0.07574214326
369	0.07571964766
370	0.07568960614
371	0.07567261573
372	0.07564814563
373	0.07562273476
374	0.07560043384
375	0.07557029659
376	0.07554460036
377	0.07553333867
378	0.07551567667
379	0.07550339365
380	0.07548789518
381	0.07547237856
382	0.07543803094
383	0.0754233666
384	0.07539486487
385	0.07538900696
386	0.07529954369
387	0.07528159914
388	0.07526994477
389	0.07525846796
390	0.07523612453
391	0.07521232715
392	0.07518083789
393	0.07517234438
394	0.07514817745
395	0.07509440308
396	0.07502223224
397	0.07499578245
398	0.07496183854
399	0.07492724144
400	0.07492349178
401	0.07487950149
402	0.07487022736
403	0.07483770714
404	0.07482618196
405	0.07480150195
406	0.07477433315
407	0.07476686012
408	0.0747589939
409	0.07473720645
410	0.07472422697
411	0.07468661654
412	0.07467267045
413	0.07463359346
414	0.07460675821
415	0.07458382395
416	0.07455521574
417	0.07454553003
418	0.07453783433
419	0.0745044845
420	0.07448076474
421	0.0744685826
422	0.07441024062
423	0.07438759151
424	0.07435726414
425	0.0743269718
426	0.07432262339
427	0.07430576737
428	0.07428197246
429	0.07424943448
430	0.0742038615
431	0.0741893842
432	0.07417825238
433	0.07411444371
434	0.07408242222
435	0.0740566404
436	0.07402837722
437	0.07401938998
438	0.0740067221
439	0.07400380012
440	0.07398832919
441	0.07397118346
442	0.07395715013
443	0.07393736928
444	0.07390436426
445	0.07387759248
446	0.0738602307
447	0.07382448266
448	0.07380305429
449	0.07374572699
450	0.0737289244
451	0.07370730069
452	0.0737047698
453	0.07369641632
454	0.07365883646
455	0.07363737788
456	0.0735718253
457	0.07353892984
458	0.07353049901
459	0.07345677455
460	0.07343114566
461	0.07341541542
462	0.07340392858
463	0.0733966125
464	0.07332593673
465	0.07328987107
466	0.07328457685
467	0.07327095337
468	0.07326666092
469	0.07323963622
470	0.07320947836
471	0.0731859807
472	0.07316491091
473	0.07311948077
474	0.07311400276
475	0.07308604012
476	0.07308356822
477	0.07305146907
478	0.07302821969
479	0.0730213215
480	0.07300743558
481	0.07298700072
482	0.07297734972
483	0.07296616036
484	0.07293573028
485	0.07292390453
486	0.07290189442
487	0.07288379084
488	0.07284020925
489	0.07281461553
490	0.07280284101
491	0.07276985787
492	0.07271547524
493	0.07270102381
494	0.07265021375
495	0.0726327981
496	0.07260440811
497	0.07259525751
498	0.07258001892
499	0.072578215
